Blossoming Sakura,857,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,4,4,4,4,,,,,,,,,150,25,,,,0,FALSE,FALSE,1 (Player),,,,,64 (E_SKILL_EXTRA_EFFECT_NOT_CHANGE_ORDER),65 (E_SKILL_EXTRA_EFFECT_NOT_PRESS_0_NORMAL_ACT),,,6 (E_OVERWRITE_CONDITION_MP_CURE),,9 (E_OVERWRITE_FORMULA_MP_CURE_RATE),20,6 (E_OVERWRITE_CONDITION_MP_CURE),,10 (E_OVERWRITE_FORMULA_MP_CURE_VALUE),30,FALSE,FALSE,,,sk_929,0 (E_SKILL_HIT_STAMP_TYPE_NONE),195,80213,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Heliopolis Dawn,858,140,1 (E_SKILL_TYPE_MAGIC_ATK),1 (Fire),32 (Invalid),32 (Invalid),32 (Invalid),Name_KhonsuRa (15),1 (E_SKILL_TEKISEI_CATEGORY_FIRE),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,215,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3,-1,-1,,,,,,,,,,,,,,,,28,FALSE,FALSE,,,,2048,,,,,,,,,,,,,,FALSE,FALSE,,,sk_125,3 (E_SKILL_HIT_STAMP_TYPE_FIRE),597,11841,1 (E_SKILL_ICON_FIRE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1 (Fire),,,,,,,,
NOT USED:SKILL_NAME_SKILL_ID_859,859,0,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,38 (E_SKILL_EXTRA_EFFECT_USE_ALLPRESS),,,,,,,,,,,,TRUE,TRUE,,,nomove,0 (E_SKILL_HIT_STAMP_TYPE_NONE),477,70963,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,1,,,,,
NOT USED:SKILL_NAME_SKILL_ID_860,860,0,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,0,0 (E_SKILL_HIT_STAMP_TYPE_NONE),204,70964,11 (E_SKILL_ICON_SPECIAL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Abyssal Beckoning,861,10,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),-3,7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,120,100,100,98,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,,,,,,,,,,,,,,,,,250,100,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_727,9 (E_SKILL_HIT_STAMP_TYPE_ALL),328,45965,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),,,,,,,,
Inception of Chaos,862,0,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,800,100,100,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,2 (Enemy),,,5408,,38 (E_SKILL_EXTRA_EFFECT_USE_ALLPRESS),91 (E_SKILL_EXTRA_EFFECT_RESET_TAISEI),,,,,,,,,,,FALSE,TRUE,,,sk_728,9 (E_SKILL_HIT_STAMP_TYPE_ALL),204,80300,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),23,,,,,,,
Seething Mansemat,863,100,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Mastema (250),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,200,120,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,30,TRUE,TRUE,,,,2073,,,,,,3 (E_OVERWRITE_CONDITION_CRITICAL),,1 (E_OVERWRITE_FORMULA_VAL),180,,,,,FALSE,FALSE,,,sk_058,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),374,5900,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),19,,,,,,,
Untainted Wind,864,240,1 (E_SKILL_TYPE_MAGIC_ATK),4 (Force),32 (Invalid),32 (Invalid),32 (Invalid),Name_Mastema (250),4 (E_SKILL_TEKISEI_CATEGORY_WIND),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,150,100,100,98,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,,3,-2,-2,-2,-2,,,,,,,,,,,,,,30,TRUE,TRUE,,,,5161,,,,,,,,,,,,,,FALSE,FALSE,,,sk_424,6 (E_SKILL_HIT_STAMP_TYPE_WIND),168,29900,4 (E_SKILL_ICON_WIND),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,4 (Force),8,,,,,,,
Boundless Sea,865,150,1 (E_SKILL_TYPE_MAGIC_ATK),2 (Ice),32 (Invalid),32 (Invalid),32 (Invalid),-3,2 (E_SKILL_TEKISEI_CATEGORY_ICE),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,180,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_229,4 (E_SKILL_HIT_STAMP_TYPE_ICE),178,17962,2 (E_SKILL_ICON_ICE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2 (Ice),,,,,,,,
Annihilation Ray,866,0,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,2500,0,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,2 (Enemy),,,,,38 (E_SKILL_EXTRA_EFFECT_USE_ALLPRESS),,,,,,,,,,,,FALSE,TRUE,,,sk_059,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),197,80301,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Annihilation Ray,867,0,8 (E_SKILL_TYPE_SPECIAL_ATK),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),0 (E_SKILL_ENABLE_SCENE_NOT_USE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,2 (Enemy),,,,,38 (E_SKILL_EXTRA_EFFECT_USE_ALLPRESS),,,,,,,,,,,,TRUE,TRUE,,,NoAction,0 (E_SKILL_HIT_STAMP_TYPE_NONE),197,5970,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
King of Tales,868,20,4 (E_SKILL_TYPE_AID),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),Name_Onyankopon (386),9 (E_SKILL_TEKISEI_CATEGORY_AID),4 (CostSupporting),,,2 (1 ally),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,4,4,,,,,,,,,,,,,,,,17,FALSE,FALSE,,,,480,,9 (E_SKILL_EXTRA_EFFECT_PROVOKE_3TURN),,,,,,,,,,,,FALSE,FALSE,,,sk_933,0 (E_SKILL_HIT_STAMP_TYPE_NONE),151,63510,9 (E_SKILL_ICON_AID),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),37,,,,,,,
What Comes After Four,869,20,1 (E_SKILL_TYPE_MAGIC_ATK),6 (Dark),32 (Invalid),32 (Invalid),32 (Invalid),Name_Anansi (41),6 (E_SKILL_TEKISEI_CATEGORY_DARK),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,150,100,100,98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,,,,,,,,,,,,,,,,,,,,17,FALSE,FALSE,,,,317,,,,,,,,,,,,,,FALSE,FALSE,,,sk_516,8 (E_SKILL_HIT_STAMP_TYPE_DARK),256,39510,6 (E_SKILL_ICON_DARK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,6 (Dark),8,,,,,,,
Good Cheer,870,20,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),Name_Amabie (387),10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,100,,-6 (Dekunda),-6 (Dekunda),-6 (Dekunda),-6 (Dekunda),,,,,,,,,,,,,,14,FALSE,FALSE,,,,2048,,,,,,,,,,,,,,FALSE,FALSE,,,sk_934,0 (E_SKILL_HIT_STAMP_TYPE_NONE),766,59420,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Lost Hit,871,65,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Dagda (4),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,340,100,100,98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,,,,,,,,,,,,,,,,,,,,26,FALSE,FALSE,,,,2138,,,,,,,,,,,,,,FALSE,FALSE,,,sk_724,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),768,3780,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),5653,,,,,,,
Jack Tempest,872,70,0 (E_SKILL_TYPE_PHYSICAL_ATK),2 (Ice),32 (Invalid),32 (Invalid),32 (Invalid),Name_Nahobeeho (60),2 (E_SKILL_TEKISEI_CATEGORY_ICE),1 (Damage),2 (Affliction),5 (CostAttacking),6 (random foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),10,10,,28,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,17,FALSE,FALSE,,,,1436,,,,,,3 (E_OVERWRITE_CONDITION_CRITICAL),,1 (E_OVERWRITE_FORMULA_VAL),35,,,,,FALSE,FALSE,,,sk_228,4 (E_SKILL_HIT_STAMP_TYPE_ICE),187,16510,2 (E_SKILL_ICON_ICE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2 (Ice),29,,,,,,,
Judgment Light,873,60,1 (E_SKILL_TYPE_MAGIC_ATK),5 (Light),32 (Invalid),32 (Invalid),32 (Invalid),Name_Cherub (260),5 (E_SKILL_TEKISEI_CATEGORY_LIGHT),1 (Damage),2 (Affliction),5 (CostAttacking),6 (random foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),2,5,,150,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,24,FALSE,FALSE,,,,1922,,,,,,5 (E_OVERWRITE_CONDITION_CALC_ATTACK_CNT),,8 (E_OVERWRITE_FORMULA_MAX_ATTACK_CNT),2,,,,,FALSE,FALSE,,,sk_608,7 (E_SKILL_HIT_STAMP_TYPE_LIGHT),330,34720,5 (E_SKILL_ICON_LIGHT),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,5 (Light),8,,,,,,,
Recalcitrant Execution,874,150,0 (E_SKILL_TYPE_PHYSICAL_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_Masakado (227),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,230,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,30,FALSE,FALSE,,,,5408,,,,,,3 (E_OVERWRITE_CONDITION_CRITICAL),,1 (E_OVERWRITE_FORMULA_VAL),280,,,,,FALSE,FALSE,,,sk_725,9 (E_SKILL_HIT_STAMP_TYPE_ALL),369,47901,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),23,,,,,,,
Root of Evil,875,200,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_Lucifer (2),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,200,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,30,FALSE,FALSE,,,,5408,,76 (E_SKILL_EXTRA_EFFECT_CHARGE_ERASE),77 (E_SKILL_EXTRA_EFFECT_BARRIER_ERASE),,,,,,,,,,,FALSE,FALSE,,,sk_726,9 (E_SKILL_HIT_STAMP_TYPE_ALL),506,47902,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),23,,,,,,,
NOT USED:SKILL_NAME_SKILL_ID_876,876,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,50,20,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_901,0 (E_SKILL_HIT_STAMP_TYPE_NONE),112,57965,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
NOT USED:SKILL_NAME_SKILL_ID_877,877,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),3 (Heal),4 (CostSupporting),,2 (1 ally),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,6 (E_OVERWRITE_CONDITION_MP_CURE),,9 (E_OVERWRITE_FORMULA_MP_CURE_RATE),4,6 (E_OVERWRITE_CONDITION_MP_CURE),,10 (E_OVERWRITE_FORMULA_MP_CURE_VALUE),10,TRUE,FALSE,,,sk_907,0 (E_SKILL_HIT_STAMP_TYPE_NONE),395,57966,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
NOT USED:SKILL_NAME_SKILL_ID_878,878,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),,10 (E_SKILL_TEKISEI_CATEGORY_RECOVERY_HP),4 (CostSupporting),,,7 (E_SKILL_TARGET_SELF_SIDE_CMP_ONE),3 (E_SKILL_ENABLE_SCENE_ALL_SCENE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,1,,,,,,,,,,,,,,,10,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_918,0 (E_SKILL_HIT_STAMP_TYPE_NONE),533,59964,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,,,,,
Mother Earth,879,40,4 (E_SKILL_TYPE_AID),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),Name_Lilith2 (391),9 (E_SKILL_TEKISEI_CATEGORY_AID),4 (CostSupporting),,,3 (all allies),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,-6 (Dekunda),-6 (Dekunda),-6 (Dekunda),-6 (Dekunda),1,2 (Null),,,,,,,,,,,,20,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_932,0 (E_SKILL_HIT_STAMP_TYPE_NONE),510,65600,9 (E_SKILL_ICON_AID),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Queen's Decree,880,60,1 (E_SKILL_TYPE_MAGIC_ATK),7 (Almighty),32 (Invalid),32 (Invalid),32 (Invalid),Name_Agrat (392),7 (E_SKILL_TEKISEI_CATEGORY_ALL),1 (Damage),2 (Affliction),5 (CostAttacking),6 (random foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),12,12,,25,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,20,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,sk_715,9 (E_SKILL_HIT_STAMP_TYPE_ALL),288,46600,7 (E_SKILL_ICON_ALL),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,7 (Almighty),,,,,,,,
Capitulate to Pleasure,881,30,2 (E_SKILL_TYPE_NODAMAGE_ATK),11 (Charm),32 (Invalid),32 (Invalid),32 (Invalid),Name_Naamah (393),8 (E_SKILL_TEKISEI_CATEGORY_NODAMAGE_ATK),2 (Affliction),5 (CostAttacking),,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,0,255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,,,-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),-5 (Dekaja),,,,,,,,,,,,,,20,FALSE,FALSE,,,,882,,,,,,,,,,,,,,FALSE,FALSE,,,sk_818,0 (E_SKILL_HIT_STAMP_TYPE_NONE),133,53600,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),29,,,,,,,
Voracious Salvation,882,35,0 (E_SKILL_TYPE_PHYSICAL_ATK),0 (Physical),32 (Invalid),32 (Invalid),32 (Invalid),Name_Eisheth (394),0 (E_SKILL_TEKISEI_CATEGORY_PHISICS),1 (Damage),2 (Affliction),5 (CostAttacking),0 (1 foe),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,200,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,250,,20,FALSE,FALSE,,,,,,,,,,4 (E_OVERWRITE_CONDITION_TARGET_BST),,1 (E_OVERWRITE_FORMULA_VAL),450,,,,,FALSE,FALSE,,,sk_054,1 (E_SKILL_HIT_STAMP_TYPE_BLOW),16,3600,0 (E_SKILL_ICON_PHISICS),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,,,,,
Ice Shard,883,0,1 (E_SKILL_TYPE_MAGIC_ATK),2 (Ice),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,95,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_204,4 (E_SKILL_HIT_STAMP_TYPE_ICE),549,17963,2 (E_SKILL_ICON_ICE),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,1,,,,
Light Shard,884,0,1 (E_SKILL_TYPE_MAGIC_ATK),5 (Light),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,105,100,100,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,2 (E_OVERWRITE_CONDITION_WEAK),,2 (E_OVERWRITE_FORMULA_DEATH),30,,,,,TRUE,FALSE,,,sk_603,7 (E_SKILL_HIT_STAMP_TYPE_LIGHT),519,35960,5 (E_SKILL_ICON_LIGHT),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,1,,,,
Sleep Gem,885,0,2 (E_SKILL_TYPE_NODAMAGE_ATK),12 (Sleep),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,1 (all foes),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,100,255,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_801,0 (E_SKILL_HIT_STAMP_TYPE_NONE),336,53963,8 (E_SKILL_ICON_NODAMAGE_ATK),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,,,1,,,,
Revival Bead,886,0,3 (E_SKILL_TYPE_RECOVERY),32 (Invalid),32 (Invalid),32 (Invalid),32 (Invalid),-3,13 (E_SKILL_TEKISEI_CATEGORY_INVALID),,,,4 (self),2 (E_SKILL_ENABLE_SCENE_BATTLE),1,1,,,100,100,255,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,0,FALSE,FALSE,,,,,,,,,,,,,,,,,,TRUE,FALSE,,,sk_918,0 (E_SKILL_HIT_STAMP_TYPE_NONE),383,57967,10 (E_SKILL_ICON_RECOVERY),13 (E_SKILL_TEKISEI_CATEGORY_INVALID),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0 (Physical),,1,,1,,,,
