,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ID,Name ID,Race,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Alignment  1,Alignment 2,Guest Character Identity,Guest Character Conditions?,Unknown,Level,Compendium,Unknown,Unknown,Unknown,Unknown,Basic Attack Hit,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP,MP,HP Growth,MP Growth,Strength,Vitality,Magic,Agility,Luck,Strength Growth,Vitality Growth,Magic Growth,Agility Growth,Luck Growth,Growth Total,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Guest Character,Unknown,Unknown,Unknown,Unknown,Compendium Cost Multiplier?,Unknown,Unknown,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10,Skill 11,Skill 12,Skill Level 1,Skill at Skill Level 1,Skill Level 2,Skill at Skill Level 2,Skill Level 3,Skill at Skill Level 3,Skill Level 4,Skill at Skill Level 4,Skill Level 5,Skill at Skill Level 5,Skill Level 6,Skill at Skill Level 6,Skill Level 7,Skill at Skill Level 7,Skill Level 8,Skill at Skill Level 8,Skill Level 9,Skill at Skill Level 9,Skill Level 10,Skill at Skill Level 10,Skill Level 11,Skill at Skill Level 11,Skill Level 12,Skill at Skill Level 12,Innate Skill,Phys,Fire,Ice,Elec,Force,Light,Dark,Almighty,Poison,Vertigo,Confusion,Charm,Sleep,Seal,Stray,Burn,Freeze,Shock,Laceration,Stone,Mirage,Mud,Recv00,Recv01,Recv02,Recv03,Recv04,Recv05,PotPhys,PotFire,PotIce,PotElec,PotForce,PotLight,PotDark,PotAlmighty,PotAilment,PotSupport,PotHeal,Recovery NA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lilim,880,67,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,32,0,0,1,1,0,98,0,5,100,70,100,67,316,9999,18,25,5,6,8,10,9,13,16,28,21,22,100,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,100,125,Null (0),100,100,100,100,40,100,40,Null (0),40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,-3,3,0,0,0,0,2,0,0,0,0,0,120,0,120,0
Dionysus,881,183,23 (Fury),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,44,0,0,1,1,0,98,0,5,100,70,100,183,3844,9999,21,20,27,28,28,25,20,20,21,20,19,20,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Megalomania (608),100,Null (0),125,50,100,100,100,100,40,100,40,Null (0),40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,2,2,-4,0,0,0,0,0,3,0,0,0,0,0,120,0,120,0
Black Frost,882,72,31 (Night),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,44,0,0,1,1,0,98,0,5,100,70,100,72,3744,9999,21,20,25,24,26,20,25,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_TwilitMelody (596),100,50,Null (0),100,100,125,Repel (999),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,0,3,0,0,-4,4,0,0,0,0,0,0,0,120,0,120,0
Futsunushi,883,201,11 (Wargod),1,1,0,0,0,1,2 (Light),1 (Neutral),0,0,0,69,0,0,1,1,0,98,0,5,100,70,100,201,8602,9999,23,18,53,45,29,32,39,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_PhysEnhancer (599),100,100,100,100,100,Null (0),125,100,40,100,Null (0),40,40,20,100,100,100,100,100,100,Null (0),100,100,100,100,100,100,100,6,0,0,0,0,0,0,0,0,4,-3,-3,0,0,120,0,120,0
Adramelech,884,265,30 (Fallen),0,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,71,0,0,1,1,0,98,0,5,100,70,100,265,11610,9999,21,20,56,44,54,35,47,20,21,20,19,20,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FireGestalt (647),100,50,125,100,100,100,Null (0),100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,1,6,-5,0,0,0,2,0,0,0,0,0,0,0,120,0,120,0
Mandrake,885,45,6 (Yoma),0,1,1,0,0,1,1 (Neutral),4 (Law),0,0,0,78,0,0,1,1,0,98,0,5,100,70,100,45,456,9999,19,23,44,45,69,67,60,17,18,15,26,24,100,5,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_WardOffEvil (610),100,125,100,50,100,100,100,100,40,100,40,40,40,40,100,100,100,100,100,100,125,100,100,100,100,100,100,100,0,-3,0,1,0,0,0,0,3,0,1,1,0,0,120,0,120,0
Jack-o'-Lantern,886,57,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,78,0,0,1,1,0,98,0,5,100,70,100,57,380,10378,18,25,39,38,72,54,58,13,16,28,21,22,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Forager (532),100,Null (0),125,100,100,100,100,100,40,100,125,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,5,-5,0,0,-1,0,0,0,1,0,0,0,0,120,0,120,0
Jack Frost,887,58,17 (Fairy),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,78,0,0,1,1,0,98,0,5,100,70,100,58,380,9999,18,25,34,40,75,54,62,13,16,28,21,22,100,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FicklePersonality (634),100,125,Drain (1000),100,100,100,100,100,40,100,40,125,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-5,4,0,0,2,0,0,0,0,0,0,0,0,120,0,120,0
Oni,888,318,29 (Brute),1,1,0,0,0,1,1 (Neutral),5 (Chaos),0,0,0,17,0,0,1,1,0,98,0,5,100,70,100,318,1444,9999,25,17,19,23,12,10,11,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Trickery (630),50,100,100,125,100,125,100,100,100,100,125,100,125,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,3,0,0,-2,0,0,0,0,0,0,-1,-1,0,0,120,0,120,0
Preta,889,345,35 (Haunt),0,1,0,1,0,1,3 (Dark),5 (Chaos),0,0,0,3,0,0,1,1,0,98,0,5,100,70,100,345,40,9999,21,20,8,6,6,6,5,20,21,20,19,20,100,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,125,100,100,125,125,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1,0,1,0,0,-3,3,0,0,0,-1,-1,0,0,120,0,120,0
Gogmagog,890,337,19 (Jirae),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,45,0,0,1,1,0,98,0,5,100,70,100,337,4808,9999,25,17,36,42,20,24,28,23,28,16,15,18,100,5,10,1,1,14,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_VengefulMight (641),Null (0),125,Null (0),100,125,100,125,100,40,100,125,40,40,125,100,100,100,100,100,100,40,100,100,100,100,100,100,100,5,-1,0,0,-2,0,0,0,-2,0,0,0,0,0,120,0,120,0
Gurulu,891,291,8 (Raptor),0,1,0,0,0,1,3 (Dark),4 (Law),0,0,0,50,0,0,1,1,0,98,0,5,100,70,100,291,6327,9999,19,23,32,25,31,50,36,17,18,15,26,24,100,5,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_CatastrophicGales (672),100,100,100,100,Null (0),125,100,100,20,100,40,40,20,40,100,100,100,100,100,100,20,100,100,100,100,100,100,100,2,0,0,0,3,-4,0,0,3,0,-2,-2,0,0,120,0,120,0
Mara,892,77,33 (Tyrant),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,47,0,0,1,1,0,98,0,5,100,70,100,77,5311,9938,23,18,37,40,18,24,38,28,23,14,18,17,100,5,10,1,1,7,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FearofDeath (635),100,100,125,Drain (1000),100,50,50,100,40,100,40,Null (0),40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,5,0,-6,0,0,0,0,0,3,0,0,0,0,0,120,0,120,0
Jack Frost,893,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,313,440,0,0,6,6,6,6,6,0,0,0,0,0,0,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,894,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,895,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
King Frost,896,87,33 (Tyrant),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1031,64,19,23,4,4,3,6,5,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_IceGestalt (648),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Shiva,897,178,23 (Fury),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1031,64,19,23,4,4,3,6,5,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_TripuraSamhara (607),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Attis,898,202,26 (Kishin),0,1,0,0,0,1,2 (Light),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1038,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_PineTreesRebirth (627),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Mandrake,899,45,6 (Yoma),0,1,0,0,0,1,1 (Neutral),4 (Law),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1031,64,19,23,4,4,3,6,5,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_WardOffEvil (610),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,900,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,901,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,902,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,903,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,904,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,905,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,906,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,907,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,908,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,909,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Preta,910,345,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1034,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Preta,911,345,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1034,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Preta,912,345,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1034,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Preta,913,345,35 (Haunt),0,1,0,0,0,1,3 (Dark),5 (Chaos),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,1034,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,914,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,41,47,25,17,5,6,4,3,4,23,28,16,15,18,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,915,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,916,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,917,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,918,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,34,55,21,20,4,5,4,4,4,20,21,20,19,20,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,919,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,30,69,18,25,3,4,6,5,5,13,16,28,21,22,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Jack Frost,920,58,10 (Deity),0,1,0,0,0,1,1 (Neutral),1 (Neutral),0,0,0,1,0,0,1,1,0,98,0,5,100,70,100,0,38,50,23,18,6,5,3,4,4,28,23,14,18,17,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0
Matador,921,359,20 (Fiend),1,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,24,0,0,1,1,0,98,0,5,100,70,100,359,2938,9999,19,23,31,15,29,35,22,17,18,15,26,24,100,5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_CripplingBlow (659),100,100,100,125,Null (0),50,50,100,40,100,40,40,20,20,100,100,100,100,100,100,20,100,100,100,100,100,100,100,4,0,0,-5,3,0,0,0,0,1,0,0,0,0,120,0,120,0
Daisoujou,922,357,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,30,0,0,1,1,0,98,0,5,100,70,100,357,2423,9999,18,25,15,12,31,24,35,13,16,28,21,22,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_Willpower (620),100,125,100,100,100,Null (0),Null (0),100,40,100,20,20,20,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,-5,0,0,0,4,4,0,3,0,1,1,0,0,120,0,120,0
Hell Biker,923,356,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,36,0,0,1,1,0,98,0,5,100,70,100,356,3795,9999,19,23,12,23,14,34,32,17,18,15,26,24,100,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_SpeedStar (694),100,Null (0),125,100,Null (0),50,50,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,3,4,-5,0,4,0,0,0,2,0,0,0,0,0,120,0,120,0
White Rider,924,354,20 (Fiend),0,1,0,0,0,1,3 (Dark),1 (Neutral),0,0,0,43,0,0,1,1,0,98,0,5,100,70,100,354,3850,9999,21,20,27,29,20,44,29,20,21,20,19,20,100,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill_FourHorsemen (538),100,Repel (999),100,125,100,50,50,100,40,100,40,40,40,40,100,100,100,100,100,100,40,100,100,100,100,100,100,100,0,5,0,-5,0,7,0,0,0,3,0,0,0,0,120,0,120,0
